quantidade,data_do_pedido,status,tipo_do_produto,comprador,pais_do_comprador,valor_do_pedido
42,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,420
39,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,390
49,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,490
26,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,260
41,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,410
27,21/09/2020,Concluída,Ônibus e Caminhões,Oulu Toy Supplies Inc..,Finlândia,270
48,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,480
32,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,320
48,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,480
31,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,310
46,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,460
48,22/10/2020,Concluída,Ônibus e Caminhões,Dragon Souveniers Ltd.,Singapura,480
43,06/11/2020,Concluída,Ônibus e Caminhões,Australian Gift Network Co.,Austrália,430
48,06/11/2020,Concluída,Ônibus e Caminhões,Australian Gift Network Co.,Austrália,480
50,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,500
48,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,480
29,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,290
28,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,280
26,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,260
22,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,220
47,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,470
41,06/11/2020,Concluída,Ônibus e Caminhões,Stylish Desk Decors Co.,Reino Unido,410
23,06/11/2020,Concluída,Ônibus e Caminhões,L'ordine Souveniers,Itália,230
24,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,240
46,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,460
37,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,370
46,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,460
33,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,330
44,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,440
45,14/11/2020,Concluída,Ônibus e Caminhões,Iberia Gift Imports Corp.,Espanha,450
28,05/12/2020,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,280
34,05/12/2020,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,340
36,05/12/2020,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,360
28,04/02/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,280
38,04/02/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,380
35,04/02/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,350
21,04/02/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,210
39,04/02/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,390
37,12/02/2021,Concluída,Ônibus e Caminhões,Clover Collections Co.,Irlanda,370
34,15/03/2021,Concluída,Ônibus e Caminhões,Blauer See Auto Co.,Alemanha,340
41,15/06/2021,Concluída,Ônibus e Caminhões,Tokyo Collectables Ltd,Japão,410
41,15/06/2021,Concluída,Ônibus e Caminhões,Tokyo Collectables Ltd,Japão,410
20,15/06/2021,Concluída,Ônibus e Caminhões,Tokyo Collectables Ltd,Japão,200
40,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,400
29,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,290
47,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,470
45,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,450
30,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,300
41,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,410
34,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,340
46,15/06/2021,Concluída,Ônibus e Caminhões,Handji Gifts& Co,Singapura,460
32,19/07/2021,Concluída,Ônibus e Caminhões,Souveniers And Things Co.,Austrália,320
38,19/07/2021,Concluída,Ônibus e Caminhões,Souveniers And Things Co.,Austrália,380
28,19/07/2021,Concluída,Ônibus e Caminhões,Souveniers And Things Co.,Austrália,280
43,19/07/2021,Concluída,Ônibus e Caminhões,Souveniers And Things Co.,Austrália,430
21,19/07/2021,Concluída,Ônibus e Caminhões,Souveniers And Things Co.,Austrália,210
24,17/08/2021,Concluída,Ônibus e Caminhões,Amica Models & Co.,Itália,240
26,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,260
41,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,410
26,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,260
32,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,320
48,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,480
41,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,410
48,08/09/2021,Concluída,Ônibus e Caminhões,Scandinavian Gift Ideas,Suécia,480
28,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,280
42,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,420
27,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,270
34,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,340
29,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,290
38,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,380
21,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,210
34,22/10/2021,Concluída,Ônibus e Caminhões,Canadian Gift Exchange Network,Canada,340
45,22/10/2021,Concluída,Ônibus e Caminhões,Heintze Collectables,Dinamarca,450
28,22/10/2021,Concluída,Ônibus e Caminhões,Heintze Collectables,Dinamarca,280
47,05/11/2021,Concluída,Ônibus e Caminhões,Blauer See Auto Co.,Alemanha,470
38,05/11/2021,Concluída,Ônibus e Caminhões,Baane Mini Imports,Noruega,380
38,05/11/2021,Concluída,Ônibus e Caminhões,Baane Mini Imports,Noruega,380
50,29/11/2021,Concluída,Ônibus e Caminhões,Australian Collectors Co.,Austrália,500
42,29/11/2021,Concluída,Ônibus e Caminhões,Australian Collectors Co.,Austrália,420
45,29/11/2021,Concluída,Ônibus e Caminhões,Australian Collectors Co.,Austrália,450
29,29/11/2021,Concluída,Ônibus e Caminhões,Australian Collectors Co.,Austrália,290
31,01/11/2021,Concluída,Ônibus e Caminhões,Corrida Auto Replicas Ltd,Espanha,310
42,01/11/2021,Concluída,Ônibus e Caminhões,Corrida Auto Replicas Ltd,Espanha,420
37,01/11/2021,Concluída,Ônibus e Caminhões,Corrida Auto Replicas Ltd,Espanha,370
27,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,270
49,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,490
29,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,290
25,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,250
22,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,220
22,20/01/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,220
44,09/03/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,440
29,09/03/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,290
39,09/03/2022,Concluída,Ônibus e Caminhões,Anna's Decorations Ltd,Austrália,390
40,01/05/2022,Concluída,Ônibus e Caminhões,Quebec Home Shopping Network,Canada,400
27,01/05/2022,Concluída,Ônibus e Caminhões,Quebec Home Shopping Network,Canada,270
46,01/05/2022,Concluída,Ônibus e Caminhões,Quebec Home Shopping Network,Canada,460
27,01/05/2022,Concluída,Ônibus e Caminhões,Quebec Home Shopping Network,Canada,270
26,01/05/2022,Concluída,Ônibus e Caminhões,Quebec Home Shopping Network,Canada,260
49,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,735
50,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,750
36,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,540
34,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,510
28,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,420
32,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,480
34,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,510
44,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,660
31,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,465
48,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,720
26,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,390
48,17/02/2020,Concluída,Aviões,Rovelli Gifts,Itália,720
28,28/04/2020,Concluída,Aviões,Salzburg Collectables,Áustria,420
26,28/04/2020,Concluída,Aviões,Salzburg Collectables,Áustria,390
41,28/04/2020,Concluída,Aviões,Salzburg Collectables,Áustria,615
28,28/04/2020,Concluída,Aviões,Salzburg Collectables,Áustria,420
43,28/04/2020,Concluída,Aviões,Salzburg Collectables,Áustria,645
47,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,705
24,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,360
29,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,435
39,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,585
24,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,360
43,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,645
29,29/04/2020,Concluída,Aviões,Australian Collectors Co.,Austrália,435
20,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,300
44,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,660
38,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,570
44,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,660
34,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,510
43,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,645
23,06/10/2020,Concluída,Aviões,Toys of Finland Co.,Finlândia,345
32,14/11/2020,Concluída,Aviões,Double Decker Gift Stores Ltd,Reino Unido,480
28,14/11/2020,Concluída,Aviões,Double Decker Gift Stores Ltd,Reino Unido,420
22,14/11/2020,Concluída,Aviões,Double Decker Gift Stores Ltd,Reino Unido,330
29,18/11/2020,Concluída,Aviões,Herkku Gifts,Noruega,435
29,26/11/2020,Concluída,Aviões,Enaco Distributors,Espanha,435
48,27/11/2020,Concluída,Aviões,Cruz & Sons Co.,Filipinas,720
40,27/11/2020,Concluída,Aviões,Cruz & Sons Co.,Filipinas,600
43,27/11/2020,Concluída,Aviões,Cruz & Sons Co.,Filipinas,645
42,27/11/2020,Concluída,Aviões,Cruz & Sons Co.,Filipinas,630
42,27/11/2020,Concluída,Aviões,Cruz & Sons Co.,Filipinas,630
27,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,405
26,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,390
42,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,630
25,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,375
21,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,315
40,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,600
50,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,750
31,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,465
29,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,435
31,12/01/2021,Concluída,Aviões,Osaka Souveniers Co.,Japão,465
26,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,390
25,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,375
34,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,510
47,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,705
23,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,345
29,20/02/2021,Concluída,Aviões,Australian Collectors Co.,Austrália,435
38,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,570
24,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,360
25,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,375
34,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,510
40,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,600
32,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,480
33,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,495
23,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,345
25,02/04/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,375
43,20/08/2021,Concluída,Aviões,Royal Canadian Collectables Ltd.,Canada,645
45,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,675
45,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,675
25,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,375
21,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,315
32,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,480
31,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,465
21,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,315
24,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,360
30,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,450
22,21/08/2021,Concluída,Aviões,Norway Gifts By Mail Co.,Noruega,330
47,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,705
21,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,315
22,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,330
42,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,630
24,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,360
36,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,540
32,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,480
21,15/09/2021,Concluída,Aviões,Bavarian Collectables Imports Co.,Alemanha,315
32,16/09/2021,Concluída,Aviões,Clover Collections Co.,Irlanda,480
23,16/09/2021,Concluída,Aviões,Clover Collections Co.,Irlanda,345
35,16/09/2021,Concluída,Aviões,Clover Collections Co.,Irlanda,525
25,16/09/2021,Concluída,Aviões,Clover Collections Co.,Irlanda,375
34,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,510
25,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,375
34,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,510
34,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,510
44,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,660
27,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,405
30,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,450
23,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,345
48,01/11/2021,Concluída,Aviões,giftsbymail.co.uk,Reino Unido,720
27,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,405
35,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,525
33,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,495
33,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,495
47,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,705
37,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,555
48,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,720
39,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,585
43,12/11/2021,Concluída,Aviões,Rovelli Gifts,Itália,645
41,22/11/2021,Concluída,Aviões,Royale Belge,Bélgica,615
55,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,825
21,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,315
45,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,675
50,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,750
27,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,405
27,23/11/2021,Concluída,Aviões,Tokyo Collectables Ltd,Japão,405
29,24/11/2021,Concluída,Aviões,Enaco Distributors,Espanha,435
30,24/11/2021,Concluída,Aviões,Enaco Distributors,Espanha,450
55,24/11/2021,Concluída,Aviões,Enaco Distributors,Espanha,825
40,24/11/2021,Concluída,Aviões,Enaco Distributors,Espanha,600
34,24/11/2021,Concluída,Aviões,Salzburg Collectables,Áustria,510
25,03/12/2021,Concluída,Aviões,Stylish Desk Decors Co.,Reino Unido,375
34,03/12/2021,Concluída,Aviões,Stylish Desk Decors Co.,Reino Unido,510
39,03/12/2021,Concluída,Aviões,Stylish Desk Decors Co.,Reino Unido,585
26,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,390
20,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,300
44,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,660
35,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,525
44,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,660
23,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,345
25,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,375
26,17/12/2021,Concluída,Aviões,Souveniers And Things Co.,Austrália,390
28,31/01/2022,Concluída,Aviões,Oulu Toy Supplies Inc..,Finlândia,420
38,31/01/2022,Concluída,Aviões,Oulu Toy Supplies Inc..,Finlândia,570
39,31/01/2022,Concluída,Aviões,Oulu Toy Supplies Inc..,Finlândia,585
45,31/01/2022,Concluída,Aviões,Oulu Toy Supplies Inc..,Finlândia,675
25,31/01/2022,Concluída,Aviões,Oulu Toy Supplies Inc..,Finlândia,375
42,02/02/2022,Concluída,Aviões,Australian Gift Network Co.,Austrália,630
46,02/02/2022,Concluída,Aviões,Australian Gift Network Co.,Austrália,690
18,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,270
39,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,585
47,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,705
15,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,225
22,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,330
48,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,720
23,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,345
24,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,360
41,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,615
43,10/05/2022,Concluída,Aviões,L'ordine Souveniers,Itália,645
49,31/01/2020,Concluída,Trens,Euro Shopping Channel,Espanha,686
29,31/01/2020,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,290
32,31/01/2020,Concluída,Trens,Euro Shopping Channel,Espanha,448
41,31/01/2020,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,410
33,31/01/2020,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,330
35,31/01/2020,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,350
41,06/06/2020,Concluída,Trens,Euro Shopping Channel,Espanha,574
32,06/06/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,384
27,27/06/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,405
49,27/06/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,735
23,27/06/2020,Concluída,Motocicletas,Euro Shopping Channel,Espanha,92
46,27/06/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,690
41,27/06/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,615
24,27/06/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,360
40,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,480
20,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,240
50,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,600
29,28/09/2020,Concluída,Trens,Euro Shopping Channel,Espanha,406
31,28/09/2020,Concluída,Trens,Euro Shopping Channel,Espanha,434
50,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,600
43,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,516
31,28/09/2020,Concluída,Barcos,Euro Shopping Channel,Espanha,372
48,08/10/2020,Concluída,Aviões,Euro Shopping Channel,Espanha,720
42,19/11/2020,Concluída,Motocicletas,Euro Shopping Channel,Espanha,168
40,19/11/2020,Concluída,Motocicletas,Euro Shopping Channel,Espanha,160
42,19/11/2020,Concluída,Motocicletas,Euro Shopping Channel,Espanha,168
46,19/11/2020,Concluída,Motocicletas,Euro Shopping Channel,Espanha,184
35,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,350
29,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,290
22,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,220
30,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,300
46,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,460
22,05/05/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,220
21,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,315
49,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,735
40,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,600
44,24/06/2021,Cancelada,Barcos,Euro Shopping Channel,Espanha,528
32,24/06/2021,Cancelada,Barcos,Euro Shopping Channel,Espanha,384
33,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,495
27,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,405
24,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,360
48,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,720
34,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,510
35,24/06/2021,Cancelada,Aviões,Euro Shopping Channel,Espanha,525
27,02/12/2021,Concluída,Trens,Euro Shopping Channel,Espanha,378
25,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,300
44,02/12/2021,Concluída,Trens,Euro Shopping Channel,Espanha,616
28,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,336
46,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,552
31,02/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,310
20,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,240
34,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,408
29,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,348
31,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,372
43,02/12/2021,Concluída,Barcos,Euro Shopping Channel,Espanha,516
41,02/12/2021,Concluída,Trens,Euro Shopping Channel,Espanha,574
41,07/12/2021,Concluída,Motocicletas,Euro Shopping Channel,Espanha,164
40,07/12/2021,Concluída,Motocicletas,Euro Shopping Channel,Espanha,160
31,07/12/2021,Concluída,Motocicletas,Euro Shopping Channel,Espanha,124
38,07/12/2021,Concluída,Motocicletas,Euro Shopping Channel,Espanha,152
20,10/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,200
42,10/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,420
41,10/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,410
41,10/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,410
36,10/12/2021,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,360
28,10/02/2022,Concluída,Motocicletas,Euro Shopping Channel,Espanha,112
40,10/02/2022,Concluída,Motocicletas,Euro Shopping Channel,Espanha,160
29,22/02/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,290
32,22/02/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,320
44,22/02/2022,Concluída,Trens,Euro Shopping Channel,Espanha,616
26,22/02/2022,Concluída,Trens,Euro Shopping Channel,Espanha,364
27,22/02/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,270
38,22/02/2022,Concluída,Trens,Euro Shopping Channel,Espanha,532
33,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,495
21,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,315
43,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,516
44,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,660
29,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,348
30,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,360
45,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,540
32,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,480
50,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,750
37,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,444
39,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,585
37,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,555
50,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,750
37,01/03/2022,Cancelada,Barcos,Euro Shopping Channel,Espanha,444
25,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,375
41,01/03/2022,Cancelada,Aviões,Euro Shopping Channel,Espanha,615
30,15/03/2022,Concluída,Trens,Euro Shopping Channel,Espanha,420
36,15/03/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,360
70,03/05/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,700
26,03/05/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,260
19,03/05/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,190
47,03/05/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,470
56,03/05/2022,Concluída,Ônibus e Caminhões,Euro Shopping Channel,Espanha,560
